CustomerID	NameStyle	Title	FirstName	MiddleName	LastName	Suffix	CompanyName	SalesPerson	EmailAddress	Phone	PasswordHash	PasswordSalt	ModifiedDate
515	0	Mr.	Dragan		Tomic		Rural Bicycle Supply	adventure-works\josé1	dragan1@adventure-works.com	833-555-0167	/RLlmUbwfhuCElQyoZ6r3d8DDXVYF3kfkJma4R7pL8g=	3KzW2g8=	2005-07-01 00:00:00
516	0	Mr.	Thomas	R.	Michaels		Seats and Saddles Company	adventure-works\garrett1	thomas2@adventure-works.com	162-555-0174	sGgVDtQybwwnAik3qbQBE+iRRjlk0ahJmqvKjTGFq5I=	aOFmjMY=	2006-11-01 00:00:00
520	0	Ms.	Mari	B.	Caldwell		Metro Metals Co.	adventure-works\jae0	mari0@adventure-works.com	1 (11) 500 555-0118	1tbKzsdwFfEX1T/OP+I5Eu7EVKuWn2FviChJGtlaeQI=	x8xILbE=	2007-08-01 00:00:00
523	0	Ms.	Mary	M.	Gimmi		Futuristic Sport Distributors	adventure-works\shu0	mary6@adventure-works.com	149-555-0196	mcO7vvh7FSdCS9FFgyEhwIHXKbrBkeYmcgksFie8Jzk=	S640434=	2006-07-01 00:00:00
526	0	Mr.	David	L.	Givens		Finer Sales and Service	adventure-works\josé1	david15@adventure-works.com	605-555-0111	bNPaVIrQ0uCjPy8EyuamUJBSc3o5l+dvYZ4PSl1zJJ0=	gTOrXjM=	2005-12-01 00:00:00
527	0	Ms.	Diane		Tibbott		Fun Times Club	adventure-works\shu0	diane5@adventure-works.com	847-555-0184	4G603WBKyHh8eHVBhhE9Fx0bYyHxSASUpUyJ5v5AG88=	br8PN50=	2005-08-01 00:00:00
528	0	Ms.	Helen	M.	Meyer		Alpine Ski House	adventure-works\linda3	helen2@adventure-works.com	519-555-0112	xYJSzxUQxGXkjj+EUMGu3jCaA5aPco7WAdw+VZtUbUM=	v1Ew2R4=	2005-11-01 00:00:00
529	0	Ms.	Jeanie	R.	Glenn	PhD	Big-Time Bike Store	adventure-works\shu0	jeanie0@adventure-works.com	669-555-0149	JFHzZpLu5HeGe//DMA9vbqFc0yeYRjrW7ItGAnDHMhk=	dUASILc=	2006-08-01 00:00:00
532	0	Ms.	Diane	R.	Glimp		The Showroom	adventure-works\josé1	diane3@adventure-works.com	898-555-0137	kz7kmFKpPYor30M8eaO3PAziuYa/bYqwcKomnP2NlxU=	s9kzXNA=	2005-11-01 00:00:00
533	0	Ms.	Yuping		Tian		Tenth Bike Store	adventure-works\josé1	yuping0@adventure-works.com	744-555-0123	dOvfJZgKHSk3OY2F/ZDzG76q7Vqtd3ogvi6tEW81U9E=	30pSFOQ=	2005-08-01 00:00:00
534	0	Mr.	Stephen	A.	Mew		Recommended Bicycles	adventure-works\garrett1	stephen4@adventure-works.com	399-555-0114	pBvyGgTluk2JUwL/bK3NlXBRBgSUVk5HgHHhc2gU89k=	xdzdXEw=	2005-11-01 00:00:00
538	0	Mr.	John	R.	Brooks		Prosperous Tours	adventure-works\jae0	john12@adventure-works.com	1 (11) 500 555-0179	7cimopKXrRxK/+QAEW4WJ+XGTEEJvTsX0l1QxCAWQI0=	C4OiUF4=	2006-07-01 00:00:00
541	0	Mr.	Willie	P.	Brooks	Jr.	Nonskid Tire Company	adventure-works\pamela0	willie0@adventure-works.com	525-555-0174	HKBXG8BXKW53RK2DsPsqNDV7PdDSavcncjD1t/rdW18=	dS1y3X0=	2005-11-01 00:00:00
542	0	Mr.	Andrew	P.	Kobylinski		Finer Parts Shop	adventure-works\david8	andrew5@adventure-works.com	129-555-0185	kV0cL2OLqsK4OFtnZiL106gAKEZOBwGuAVYOYakH0kM=	GAfxRv4=	2005-12-01 00:00:00
543	0	Mr.	R. Morgan	L.	Mendoza		Friendly Neighborhood Bikes	adventure-works\jillian0	rmorgan0@adventure-works.com	963-555-0146	SDOw6y7IRVh0ifbtO1Ue2Fb8cig2n0DkW+K3kmjQ/Xc=	K0sYx+Y=	2007-06-01 00:00:00
544	0	Mr.	Jay		Adams		Valley Bicycle Specialists	adventure-works\jillian0	jay1@adventure-works.com	158-555-0142	jCFDuqUMHmknfadTRSkMvN0IDObtE/GslvN9q2Wa5xU=	117fxZM=	2009-05-16 16:33:33.123000000
545	0	Mr.	Christian		Kleinerman		Finish and Sealant Products	adventure-works\shu0	christian1@adventure-works.com	362-555-0177	v9tjo4izinAmIevwhur1w9F/Wj0yCIj1eXG0q2dFc1s=	7uZHIds=	2005-09-01 00:00:00
546	0	Mr.	Anton		Kirilov		Field Trip Store	adventure-works\linda3	anton0@adventure-works.com	608-555-0162	MA3e45BYPTDfQV7Kwg+fh94UR4S5kCbr0wdRqncaG0o=	0sZGs8c=	2006-08-01 00:00:00
547	0	Ms.	Gladys	F.	Mendiola		Curbside Sporting Goods	adventure-works\shu0	gladys0@adventure-works.com	535-555-0189	BLtI4kYqIf4QqFUkSc0vKV4J1A400sEqhAfWhRMVFTQ=	ISstDas=	2006-08-01 00:00:00
550	0	Ms.	Raquel		Mello		Remote Bicycle Specialists	adventure-works\josé1	raquel0@adventure-works.com	723-555-0124	GMyxAFJL1Mwg+3iSBTMKDohFkSy5NKqGrVo0rL23S4I=	Ap+5ADc=	2006-09-01 00:00:00
551	0	Mr.	Samuel	N.	Agcaoili		Vinyl and Plastic Goods Corporation	adventure-works\josé1	samuel0@adventure-works.com	554-555-0110	jt9vdIyi0zI03wECUFk1hdZLTVOqN09/Fdogi+cTeQU=	uFYBREA=	2005-09-01 00:00:00
552	0	Mr.	Tim		Kim		Consolidated Messenger	adventure-works\garrett1	tim0@adventure-works.com	244-555-0115	tgMDK3qjc6HiiWHXztTrPQw/eEJWy2T9OWRLlcrhhbM=	W9zzlRs=	2007-08-01 00:00:00
556	0	Ms.	Nancy	A.	McPhearson		Variety Cycling	adventure-works\jae0	nancy3@adventure-works.com	1 (11) 500 555-0195	jI4Q0GjuXuPicv1G1Kd3ZluvRH4IsSCG13q/+rCAqW8=	qcerumU=	2007-08-01 00:00:00
559	0	Ms.	Nkenge		McLin		Some Discount Store	adventure-works\pamela0	nkenge0@adventure-works.com	158-555-0123	mGggzeGp9z6TPCUrzGWt1N9gNU1CoQ+Cuu8cxh8uig4=	NNRxDmg=	2005-08-01 00:00:00
560	0	Mr.	Paul	L.	Alcorn		Major Sport Suppliers	adventure-works\david8	paul2@adventure-works.com	331-555-0162	UxlXfO/0JyTpelLFzbqFj9Ie1Rv1OJKPd6Cnm1itSsU=	IZ5yIjI=	2007-07-01 00:00:00
561	0	Mr.	Marvin	N.	Allen		Mountain Toy Store	adventure-works\jillian0	marvin0@adventure-works.com	447-555-0110	fJ1UEyRel4bt2DuzHtDUPBU44ZALMsfyxQQviNGARf8=	7wNTdi8=	2005-12-01 00:00:00
562	0	Ms.	Yvonne		McKay		Practical Bike Supply Company	adventure-works\jillian0	yvonne1@adventure-works.com	623-555-0144	CzoEFQ0OfYtg1bNPN/BfavRr5F/ulWLF9VIraghdmZo=	pXNy1Eg=	2005-09-01 00:00:00
563	0	Mr.	Sean	P.	Jacobson		Systematic Sales	adventure-works\shu0	sean2@adventure-works.com	555-555-0162	T/ASZdvX90M9kM1P5+sGBNxwkhLxF94/vJejQ6pjLiY=	jKAQI7c=	2007-08-01 00:00:00
564	0	Ms.	Michelle		Alexander		Imported and Domestic Cycles	adventure-works\linda3	michelle0@adventure-works.com	115-555-0175	bA9fPVXpV/0NMRuGiY+zju3+/lcB2r9uBk68dG22Ddk=	M5BkDDQ=	2007-05-01 00:00:00
565	0	Mr.	Richard	M.	Bentley	Jr.	Metallic Paint and Overcoat Co	adventure-works\shu0	richard0@adventure-works.com	911-555-0153	IKeN04oVNJhVCRPh+H8BodLp24YZoRNRfJ0/S8zK+ls=	s71j+uU=	2007-05-01 00:00:00
568	0	Mr.	Curtis	P.	Howard		Economy Center	adventure-works\josé1	curtis0@adventure-works.com	555-555-0162	mRsptWTaXRgSBaILQ+BYKXl50LdVbLPrHgVQDImm2mc=	e139ONA=	2005-08-01 00:00:00
569	0	Mr.	Cecil	J.	Allison		Designated Distributors	adventure-works\josé1	cecil0@adventure-works.com	699-555-0155	steY9ge/f3jz0DNlVhxkdUx1NrciPQzyUpvtGCcoYBo=	KUNCNjU=	2005-08-01 00:00:00
570	0	Mr.	Gregory	F.	Alderson		Family's Favorite Bike Shop	adventure-works\garrett1	gregory0@adventure-works.com	968-555-0153	tEgc21LcZ3r2OP2nJIkrbmo2fXvbIC9npM6uzG1osbY=	IlDduMc=	2006-08-01 00:00:00
574	0	Ms.	Janice	K.	Hows		Area Sheet Metal Supply	adventure-works\jae0	janice1@adventure-works.com	1 (11) 500 555-0119	vMyt8M0mW0ueXgZQ1RobrccRTzB3IVXOkX5Zy5h5a/A=	Qtn1h+4=	2006-08-01 00:00:00
577	0	Mr.	George	M.	Huckaby		Synthetic Materials Manufacturing	adventure-works\pamela0	george1@adventure-works.com	851-555-0127	BEq/PlDx4jHq8M8eOxUHo3LyOu4Aetq3bsbr8QlvMuI=	GVMmXow=	2006-01-01 00:00:00
578	0	Ms.	Carolyn		Farino		The Bike Shop	adventure-works\david8	carolyn0@adventure-works.com	957-555-0125	jnz8GF/glxwiqqdUVHkoV+53Mp1HOnFR/azWzJ80Ktc=	qwoGYjU=	2005-07-01 00:00:00
579	0	Ms.	Kim		Abercrombie		Riders Company	adventure-works\jillian0	kim2@adventure-works.com	334-555-0137	4I8349R6c33cK+j1ef3dZt0JHOQ9MV7OvEXpCbwhQrQ=	rrgbG/U=	2009-05-16 16:33:33.077000000
580	0	Mr.	Joshua	J.	Huff		Rural Sales and Service	adventure-works\jillian0	joshua0@adventure-works.com	190-555-0186	zOvX8kRn4fdhAQJxa8bWrWKsuorYlcuOn6PsgZy7o0c=	HQlRLlk=	2006-03-01 00:00:00
581	0	Ms.	Geri	P.	Farrell		Safe Toys	adventure-works\shu0	geri0@adventure-works.com	329-555-0183	Wc/TlRg7q92tTI8Njp2Ivs8eKIRej8TfabwOQYYybe8=	anxKyOc=	2005-09-01 00:00:00
582	0	Ms.	Catherine	R.	Abel		Professional Sales and Service	adventure-works\linda3	catherine0@adventure-works.com	747-555-0171	zh3goJUbYsPv92k4bVZuJtlLHwuvpQtu6uNcjkKSdF8=	rpyd5Tw=	2009-05-16 16:33:33.077000000
583	0	Ms.	Laura	C.	Steele		Professional Containers and Packaging Co.	adventure-works\shu0	laura3@adventure-works.com	741-555-0173	Ve/S2F7op7awJVe7aBPDkDTtsOiyLvShdymITr5ilEI=	ckT+1XU=	2006-08-01 00:00:00
586	0	Ms.	Shanay	B.	Steelman		One Bike Company	adventure-works\josé1	shanay0@adventure-works.com	797-555-0118	No6/IlWBeOp1TBZ1wAMOUa5VwYHrf3NyowdeNz4yGNs=	VQqvrDo=	2006-09-01 00:00:00
587	0	Ms.	Rhoda	J.	Finley		Our Sporting Goods Store	adventure-works\josé1	rhoda0@adventure-works.com	920-555-0191	q1tCJRWRCSt1/VrADrMeQkLwbHjw1LlGOdVX8DLaYoM=	83MFiok=	2006-09-01 00:00:00
588	0	Mr.	Pat	A.	Chambers		General Cycle Storehouse	adventure-works\garrett1	pat1@adventure-works.com	127-555-0124	cTcQEsZdQPvGLuu5iDRwrqp4fM6oBxNFi+X7anqqPzA=	bvb6hus=	2005-09-01 00:00:00
592	0	Mr.	Stefano		Stefani		Cycling Goods	adventure-works\jae0	stefano0@adventure-works.com	1 (11) 500 555-0115	eVnhcpqYU3NKN52mFwcXw11n5pF8qfCFpZBVTo45zsY=	XSHxez4=	2006-08-01 00:00:00
595	0	Mr.	Alan		Steiner		Cycle Clearance	adventure-works\pamela0	alan4@adventure-works.com	792-555-0194	0ZfPkEBplSrQkVpmgzrlfblSeTpJ4CJwJu7aVWOuOSM=	FDIch68=	2007-09-01 00:00:00
596	0	Ms.	Kathie		Flood		Coho Sports	adventure-works\david8	kathie1@adventure-works.com	627-555-0192	UA0N5pHkC4DZZ4xHgqJohcC+5L3JnoaegTulnb1lrhA=	WGizZm8=	2006-08-01 00:00:00
597	0	Mr.	Bob		Hodges		All Seasons Sports Supply	adventure-works\jillian0	bob2@adventure-works.com	129-555-0120	7n1V5i5pzSERgIgX+CGs3KdSRIWCKMMppAbccjLLWQQ=	FebyYno=	2007-07-01 00:00:00
598	0	Mr.	Derik		Stenerson		Black Bicycle Company	adventure-works\jillian0	derik0@adventure-works.com	441-555-0144	eiskTIJrt6kqa7sel16D8OBUVoPmh3ud4vMChJvsZCc=	0rK3P2k=	2007-02-01 00:00:00
599	0	Mr.	Raul	E.	Casts		Westside Plaza	adventure-works\shu0	raul0@adventure-works.com	362-555-0162	NghLMnHjoD3F7B0y8sTtYlpCq5imhhvrn56YUAUNEm4=	68RH5og=	2007-07-01 00:00:00
600	0	Ms.	Holly	J.	Holt		Strenuous Exercise Shop	adventure-works\linda3	holly1@adventure-works.com	654-555-0150	n17D3Bxk24bdzD3bEx0DUQ3Nmts/O7lqoGn57J5z1Og=	wmfLAOE=	2007-07-01 00:00:00
601	0	Mr.	Vassar	J.	Stern		Transport Bikes	adventure-works\shu0	vassar0@adventure-works.com	328-555-0123	nPkLkDdemKmfK3VexvRWH5zYyNzwcfvny8DxWGnicSw=	hLswDiQ=	2007-09-01 00:00:00
604	0	Ms.	Wathalee	R.	Steuber		Sellers of Cycles	adventure-works\pamela0	wathalee0@adventure-works.com	517-555-0120	Sr0056wJj+khaWXi1cRpgU62bgcN9VaN6VJADuKWey4=	7uwL9LU=	2007-09-01 00:00:00
605	0	Mr.	Matthew	J.	Cavallari		Outstanding Cycles	adventure-works\david8	matthew1@adventure-works.com	695-555-0161	I5oNRDKehZnUlVTunv+30kLR3rM7VyVA2vJyu6CNveI=	beKST+I=	2007-08-01 00:00:00
606	0	Ms.	Helge		Hoeing		Little Bicycle Supply Shop	adventure-works\jillian0	helge0@adventure-works.com	850-555-0198	hbXMO61Cy3vQxyCiHA7HyFryiQNgK7GAqMxsht+DVBI=	yvAO+sY=	2007-08-01 00:00:00
607	0	Ms.	Alice	M.	Steiner		Maintenance and Repair for Bicycles	adventure-works\jillian0	alice4@adventure-works.com	355-555-0180	6WWUM3/rogiNsZhr2QrAacB6N22U0ZWIgDs1/K05cpI=	4QdzKJI=	2007-08-01 00:00:00
608	0	Mr.	Steven	B.	Brown	IV	Golf and Cycle Store	adventure-works\shu0	steven1@adventure-works.com	280-555-0124	S9Kf7AXqY19C/4rLMHjUwO+5Yh7mMhaPsuouZxizDpg=	Hp2yS7E=	2005-09-01 00:00:00
609	0	Mr.	David		Hodgson		Good Toys	adventure-works\linda3	david16@adventure-works.com	969-555-0117	+gtwbVycsIIj2loVtrHNRN6IBLl20lQpRK8+JhzxyEo=	AwqZdYk=	2006-09-01 00:00:00
610	0	Ms.	Liza Marie	N.	Stevens		Fitness Department Stores	adventure-works\shu0	lizamarie0@adventure-works.com	366-555-0110	Sapr4JrpchrNOsaFQvNr+C8KtCL9DgKHOdvYws7WrOM=	QvunVRs=	2007-08-01 00:00:00
613	0	Mr.	Jim		Stewart		Famous Bike Shop	adventure-works\garrett1	jim5@adventure-works.com	226-555-0110	UhGiWqQH+ZqO4P2SIEQ4J9goCINUOyHBAttZ/+kJooA=	awRBGoA=	2006-09-01 00:00:00
617	0	Ms.	Arlene		Huff		Tubeless Tire Company	adventure-works\jae0	arlene0@adventure-works.com	1 (11) 500 555-0146	V+NOGsSc50L8026bnGkDjKzDoI/ND88zeG1cDP5uO7Q=	SC/mXZQ=	2007-08-01 00:00:00
620	0	Mr.	Matthew	M.	Hunter		Tires and Tubes	adventure-works\pamela0	matthew4@adventure-works.com	482-555-0188	K9PXehZSeHlIA1Tb5gEOxe7YmFCX8u6Qlju4nRie0Cg=	fJ1qzBg=	2005-07-01 00:00:00
621	0	Mr.	Matthew		Hink		Running and Cycling Gear	adventure-works\david8	matthew3@adventure-works.com	146-555-0176	q9I0z+PgMdt+yPOfNb1pj69QvJ3r8WuMzirXw4mW4BM=	hDyaJt4=	2007-09-01 00:00:00
622	0	Mr.	Robert	B.	Stotka		Gift and Toy Store	adventure-works\jillian0	robert12@adventure-works.com	493-555-0185	FT/8LOHiql36eAZLyTYZ2uqevgzDFxh6W9nVGmMmrhw=	M0RBO9w=	2006-07-01 00:00:00
623	0	Ms.	Phyllis	R.	Huntsman		Hardware Components	adventure-works\jillian0	phyllis1@adventure-works.com	153-555-0195	p/kLCLWcvgvL26dkJoqHo4GqZmYGVWCYCrBwbhTLKtY=	gJeczkk=	2005-08-01 00:00:00
624	0	Mr.	Mike		Hines		First Cycle Store	adventure-works\shu0	mike3@adventure-works.com	454-555-0160	gna2fhtLmKi5ZKr50RuPJEI5Vh/osfQgFxhjmQs0XpI=	wt1HllQ=	2005-09-01 00:00:00
625	0	Ms.	Kayla	M.	Stotler		Major Sporting Goods	adventure-works\linda3	kayla0@adventure-works.com	315-555-0131	iqikbQl8bEZb+ulQMP5FNBSjXL1grUcz4NTUP9GBmAQ=	ZqTw9GM=	2007-02-01 00:00:00
626	0	Mr.	Lawrence	E.	Hurkett		Retail Sporting Goods	adventure-works\shu0	lawrence0@adventure-works.com	129-555-0185	2d7alYFBKkadQ4uQc1u70/bdOXfmqCXEr5kCDqYMEc4=	hGtKm+M=	2006-10-01 00:00:00
629	0	Mr.	Ryan		Ihrig		Efficient Cycling	adventure-works\josé1	ryan4@adventure-works.com	809-555-0152	6UfB6OlcKQXLjWHj+yl3Ck3STFhp4YRHN/aojcUvsb0=	HGudpUM=	2007-08-01 00:00:00
630	0	Mr.	Andrew	R.	Hill		Eastside Parts Shop	adventure-works\josé1	andrew4@adventure-works.com	194-555-0149	6kDCzX44wtxfxZaC28Ek1kf7IczJ9hxLvDx9DfU8B60=	m9GHYGc=	2007-09-01 00:00:00
631	0	Mr.	Robert	P.	Lyeba		Tandem Sales and Service	adventure-works\garrett1	robert8@adventure-works.com	631-555-0155	5obs6LI7GwHZ55lps26uIsPyz7E4xBxF6pdB5KYAnn0=	/Q1sZG0=	2005-09-01 00:00:00
635	0	Mr.	Roger		Van Houten		Sports Store	adventure-works\jae0	roger2@adventure-works.com	1 (11) 500 555-0110	C0yLsx6zITh7lXoIPgG1bl1t5II3nx4GYi/RaS1yB84=	WnTAc/0=	2006-12-01 00:00:00
637	0	Mr.	Robert		Lyon		Reliable Retail Center	adventure-works\garrett1	robert9@adventure-works.com	666-555-0143	4wMARaGSdJ36NMWSghaEHOvqGA6TSKb3JZJ8QlNfnok=	0JS3VLg=	2006-09-01 00:00:00
641	0	Ms.	Rose	M.	Vandenouer		Extended Tours	adventure-works\jae0	rose1@adventure-works.com	1 (11) 500 555-0140	X6Rw044/W0OFsOl+AJSD6WZFTsjbaCa3sn719STdi0Y=	tRFzZLs=	2006-07-01 00:00:00
643	0	Ms.	Denise	R.	Maccietto		Friendly Bike Shop	adventure-works\michael9	denise1@adventure-works.com	537-555-0190	qE35+Yj4hYU97ToV8hswsOzcxEz23lHAGGrIx9xL2YY=	DfqJQ4g=	2005-10-01 00:00:00
644	0	Mr.	Gregory	T.	Vanderbout	Jr.	Convenient Sales and Service	adventure-works\pamela0	gregory1@adventure-works.com	684-555-0134	syI1UO2qeBH9g2tg2nu3DTejZc7OEShGw8jxOqXfATY=	FAw6ojc=	2006-09-01 00:00:00
645	0	Mr.	Ronald	K.	Heymsfield		Superior Hardware Distributors	adventure-works\david8	ronald1@adventure-works.com	784-555-0120	BveRxEdkJ/QVGtSMNGrJu9cLHlihVb+wlFzxrHOsSkA=	DmNlCmQ=	2006-08-01 00:00:00
646	0	Mr.	Scott		MacDonald		Yellow Bicycle Company	adventure-works\jillian0	scott7@adventure-works.com	470-555-0171	E1wwrSH3sVJUF8UlhuAF+A5UTcdr1LObJBI67CvopDA=	LqtoWXs=	2005-07-01 00:00:00
647	0	Mr.	Michael		Vanderhyde		Solid Bike Parts	adventure-works\jillian0	michael25@adventure-works.com	918-555-0141	/upSM1yXqGCA1vtYL9IB/NcKFrE3cg7HvqSYGTsQprM=	uXetzTc=	2005-09-01 00:00:00
648	0	Ms.	Cheryl	M.	Herring		Small Bike Shop	adventure-works\shu0	cheryl0@adventure-works.com	158-555-0154	RGd9trE6ku80EeSumu50h1MGol+lmzdeCrME1UBOKCA=	256h+G0=	2005-09-01 00:00:00
649	0	Mr.	Walter	J.	Mays	Sr.	Sports Products Store	adventure-works\linda3	walter1@adventure-works.com	245-555-0191	PubfC/rRrBqx4Duzd5die33tt0m74frlazigsOv3D7s=	IZ6tF0Y=	2006-09-01 00:00:00
650	0	Ms.	Margaret	J.	Vanderkamp		Permanent Finish Products	adventure-works\shu0	margaret2@adventure-works.com	265-555-0143	TUk6pzHyHoA6CadqZKdfwfCKtp3f4RhQ07VWCDZDKIM=	osDZuYo=	2005-08-01 00:00:00
653	0	Ms.	Kara	N.	Vanderlinden		Mercantile Outlet	adventure-works\josé1	kara0@adventure-works.com	680-555-0160	grGra0LtVSrZMZySvhV+ggFwVRSDpwDd39a18q68CD0=	kc4E3DA=	2006-08-01 00:00:00
654	0	Mr.	Jésus		Hernandez		Online Bike Warehouse	adventure-works\josé1	jésus0@adventure-works.com	214-555-0145	oQESLWRzzA7xFmx/oeIwJrVckc/0dzUxgBru6ptUjqA=	Y/Ty5LA=	2006-09-01 00:00:00
655	0	Ms.	Irene	J.	Hernandez		Operational Manufacturing	adventure-works\garrett1	irene0@adventure-works.com	790-555-0197	3A2aNKKLe47G95cy27tMj6HW1ov3nLIR530SWR/vrZ4=	uJ5Exxo=	2008-06-01 00:00:00
659	0	Mr.	Ajay		Manchepalli		Shipping Specialists	adventure-works\jae0	ajay0@adventure-works.com	1 (11) 500 555-0174	eVyn3oU+PF4k5dUPOBDIl+7JqQhO17DiG/iJE8dPkgc=	MYqiM6w=	2008-02-01 00:00:00
660	0	Mr.	Nieves	J.	Vargas	II	Exhilarating Cycles	adventure-works\michael9	nieves0@adventure-works.com	371-555-0184	dG3/Y2fWXOAgE37z4Vj0K7ejAxDbv9M902ByQTjdng4=	/PSiwRg=	2006-07-01 00:00:00
661	0	Mr.	Kari		Hensien		General Department Stores	adventure-works\garrett1	kari0@adventure-works.com	143-555-0129	9q51LeEZWFDB+L+DtlRs239EjYmK9mN+eUjUvqLToLw=	niDlQYk=	2005-08-01 00:00:00
665	0	Mr.	Tomas	M.	Manzanares	II	Authentic Sales and Service	adventure-works\jae0	tomas0@adventure-works.com	1 (11) 500 555-0178	jlXuo2MxBdUaBFU1a7LQeFlHkJUTu5koo+dBRsKSbrw=	blIz9rk=	2006-09-01 00:00:00
668	0	Ms.	Kathy	R.	Marcovecchio		Official Parts Shop	adventure-works\pamela0	kathy0@adventure-works.com	942-555-0141	EQfen7Xb4ZYQG6fC/yOA9SRKRw4HtLTBSHq1n1yOiAs=	LH8E+mM=	2006-07-01 00:00:00
669	0	Ms.	Patricia		Doyle		Racing Bike Outlet	adventure-works\david8	patricia0@adventure-works.com	899-555-0134	oNLvRmGCzEz1jsW8aIhOPt/9GVbikzcIYiqMuMKtrYw=	ZeNva8s=	2006-11-01 00:00:00
670	0	Ms.	Valerie	M.	Hendricks		First Bike Store	adventure-works\jillian0	valerie0@adventure-works.com	859-555-0140	M5s53K3R8LqDXmLZX8/YZWvhkKuUo3dkpcmAFuw6d8U=	1lkXMps=	2005-07-01 00:00:00
671	0	Ms.	Jill	K.	Markwood		Contoso, Ltd.	adventure-works\jillian0	jill2@adventure-works.com	747-555-0113	Ajd6a502mnEIwl6n2we4J6ee42p14MOpKGWrKSHsxxo=	YuvPgz4=	2005-07-01 00:00:00
672	0	Mr.	Gerald	M.	Drury		Utilitarian Sporting Goods	adventure-works\shu0	gerald0@adventure-works.com	169-555-0178	Jlxkjapdo78bvTdzddS8yoUxcj6pyFuXwdsCGn6KHvI=	ClRPyyM=	2007-09-01 00:00:00
673	0	Mr.	John		Hanson		Countryside Company	adventure-works\linda3	john20@adventure-works.com	107-555-0117	2stwPzsfBnHlWJSw7+jrEjtXjaoxVkBMOVsluOUNpog=	zNDLlSI=	2006-10-01 00:00:00
674	0	Ms.	Melissa	R.	Marple		Discount Tours	adventure-works\shu0	melissa0@adventure-works.com	685-555-0117	UbL/DUTnTSqLeeA4RQCXS5ofw+ATOi1iWyGfuy/PO6g=	CAB+B+I=	2005-12-01 00:00:00
677	0	Ms.	Cecelia	L.	Marshall		Tire Exchange	adventure-works\josé1	cecelia0@adventure-works.com	394-555-0168	Io27wVPQenseFjuryNClpoCLiH0HtpKdgQrqYO9W/OQ=	1sXsDEE=	2006-08-01 00:00:00
678	0	Mr.	Reuben		D'sa		Vigorous Exercise Company	adventure-works\josé1	reuben1@adventure-works.com	916-555-0137	EVeayvYSlWRfySd2RBGRSr93ST2Me+VDyAoD44WBrrg=	jj5f+ZA=	2005-09-01 00:00:00
679	0	Ms.	Brenda	F.	Heaney		Superb Sales and Repair	adventure-works\garrett1	brenda3@adventure-works.com	393-555-0167	RxykMRRwPRGYqzudPUFD1TKUT1bvgYanY1nsGIvL0Jo=	KnmJUbs=	2005-07-01 00:00:00
683	0	Ms.	Linda		Martin		Oils and Fluids Warehouse	adventure-works\jae0	linda8@adventure-works.com	1 (11) 500 555-0137	lePksYQQH7iiujo49o5l9u2k6fs+JCFtUHkyVL8P7WM=	JYjWVqI=	2006-08-01 00:00:00
685	0	Mr.	James	B.	Haugh	Jr.	Family Cycle Store	adventure-works\garrett1	james8@adventure-works.com	763-555-0120	qqWGyjPy74GLpFoYkhe3eQutrmixkWZkZHsl5d0mZpI=	TfeFfy4=	2006-09-01 00:00:00
689	0	Ms.	Sandra	I.	Martinez		Consumer Equipment	adventure-works\jae0	sandra3@adventure-works.com	1 (11) 500 555-0113	zTIlJwPJ9VjXFq2kSSD/H313VF0ZlgeS3a6z5UDvo9k=	Em3q8s4=	2007-09-01 00:00:00
692	0	Ms.	Bev	L.	Desalvo		Successful Sales Company	adventure-works\pamela0	bev0@adventure-works.com	143-555-0113	j42zXyaSRc55aauqsJrhWZdZBGkW64qaL1hO1tdgdQk=	5dgYmOY=	2006-09-01 00:00:00
693	0	Mr.	Bart		Duncan		Stock Parts and Supplies	adventure-works\david8	bart0@adventure-works.com	539-555-0121	NJJTfbDws96bPa7Giz9Mmq+M0NSYcjlcfwpjsUnYWdE=	MPxWTOU=	2007-08-01 00:00:00
694	0	Ms.	Ann	T.	Hass		The Accessories Store	adventure-works\jillian0	ann2@adventure-works.com	713-555-0168	lykTZ3vUjtqvW669XVLX3Gk9RrV2EBdorSOkebEHyvk=	M7xYGr4=	2006-08-01 00:00:00
695	0	Mr.	Rob		Caron		Responsible Bike Dealers	adventure-works\jillian0	rob2@adventure-works.com	620-555-0117	yaVIQNTOMlDFxsn08drJdHoPTkydd5XKkeBgAPyVGbk=	v43cndI=	2006-09-01 00:00:00
696	0	Mr.	Maciej		Dusza		Roadway Supplies	adventure-works\shu0	maciej1@adventure-works.com	962-555-0144	v404bp5zCcIyJO+s50eW4MbBxBjjkDQJe5ee5fvwBKI=	pDYvCjw=	2005-11-01 00:00:00
697	0	Mr.	Roger		Harui		Brakes and Gears	adventure-works\linda3	roger0@adventure-works.com	774-555-0133	tkI9EcizphWPzkz7kDwsd2AnKnZJi3/6+V5/fIuXPpo=	sQMfTfM=	2005-08-01 00:00:00
698	0	Mr.	Andy		Carothers		Western Bike Supplies	adventure-works\shu0	andy1@adventure-works.com	944-555-0148	Q0MU0NsjDAbnQSqMBkP9Sm4G43DKXcirOnAKlzYSYnI=	DZ8e0Xk=	2006-07-01 00:00:00
701	0	Ms.	Linda	R.	Ecoffey		Future Bikes	adventure-works\josé1	linda5@adventure-works.com	674-555-0188	zM1odbx2eTJoH556dXSIqTCDa5EBj8DWUSHVo67GEGc=	Q5U1IZU=	2006-12-01 00:00:00
